Gene	Synonyms	GeneID	Aliases	Organism	Interaction	Interaction_Type	Drug
PPP2CA	PPP2CA;PP2Ac;PP2CA;PP2Calpha;RP-C	5515	GeneID:5515;HGNC:HGNC:9299;HPRD:08912;MIM:176915;ensembl_gene_id:ENSG00000113575	Homo sapiens	ARL2;TLX1;ISYNA1;MRPS26;CSNK1A1;ETF1;RELA;CCNG2;PPP2R2A;BEST1;CTTNBP2;CTTNBP2NL;STRIP1;MOB4;PDCD10;PPP2R1A;STK26;SIKE1;STK24;STK25;STRN;STRN3;TRAF3IP3;PPP2R2C;PPP2R5A;IGBP1;BCL2;PPP2R1B;PPP2R5D;PPP2R5C;PPP2R5B;PPP2R5E;SPRY2;PMS2;RBL2;HDAC7;HDAC4;HDAC5;MID1;INTS1;INTS6;PRKDC;TERF1;IRAK1;PPME1;PPP2R2B;PPP2R2D;PTPA;PRKAA1;RALA;AXIN1;MYC;Soga1;Dynll1;Fgfr1op;Ppp2r1a;Sgol2a;MAPK3;AKT1;PIM1;CHEK2;TWIST1;Igbp1;CUL3;CUL5;CUL1;IKBKG;Ccng1;VCP;CAV1;NUBP2;CLNS1A;PIN1;DDTL;DDTL;PIR;AURKB;BRCA1;ECT2;MDC1;MDC1;MDC1;MDC1;MDC1;MDC1;MDC1;MDC1;PAXIP1;CBX5;NOTCH1;KLHL15;Adcy8;SMURF1;VCAM1;FN1;ITGA4;CFTR;RAF1;CTDP1;CTDP1;ID1;NPM1;POLA1;BAG3;CDKN2C;MYH9;XRN1;AHCYL1;ARPC4;HNRNPH1;NIF3L1;PFDN1;SSB;TNPO1;TNPO3;RPA3;RPA2;RPA1;ZNF346;HTT;ESPL1;ZFP36;SETBP1;EP300;CSNK2B;CSNK2B;CSNK2B;CSNK2B;CSNK2B;CSNK2B;CSNK2B;DEC1;FOXS1;LCMT1;SERTAD4;SERTAD4;GRN;SGO2;KNG1;ZNF114;FOXD4L6;LACC1;SIK2;RPS6KB2;UNK;PPP2CB;NTRK1;RAC1;AHI1;PPP4R1;FGFR1OP2;Ppp2r2d;Strn3;Nhsl1;Strip1;Ppp2r3a;USP7;ESR1;Ksr1;CDC20;CDC27;NOSIP;ESRRB;BCL10;AMBRA1;Igh;HNRNPH1;KISS1R;AR;SMURF1;DUSP19;PTPDC1;FOXD4;TBCCD1;CDCA4;NCAPD3;PPP2R3A;FAM19A3;ZNF331;LRRC56;LRRC56;WNT7A;ZNF550;PRR14;ZNF517;EEF1A1;ZNF785;ZFC3H1;ZNF764;TINAG;KLHDC8A;WDR86;VHL;AKT2;COP1;BRCA2;TRIM25;CCND2;CEBPA;URI1;MAX;EP400;EPC1;VPS72;LNX1;CASP8;TNFSF10;FBXO17;IRF3;EGLN3;HSPA8;COPE;GSK3A;POLD1;ZNF217;EFTUD2;AAR2;PIH1D1;RIOK1;PRKCZ;LARP7;DPF2;RECQL4;NR2C2;PRDM16;MECOM;NHLRC2;KRAS;BMH1;BMH2;YAP1;BRAF;SNF1;INTS11;NRDC;ENSA;RORC;INTS3;ARHGEF2;CCT3;TIPRL;CEP350;INTS7;AKT3;PPM1B;CCT4;CCT7;ANAPC1;PSMD1;CAMK1;SGO1;PRKCD;SLMAP;ANAPC4;PPAT;INTS12;TRIP13;CCT5;TTC33;RACK1;SGK1;TCP1;FGFR1OP;CARD11;RP9;CCT6A;CDK6;STRIP2;PTN;PCM1;INTS10;INTS9;IKBKB;INTS8;PABPC1;FAM122A;DAPK1;PKN3;FNBP1;CCDC6;UNC5B;CHUK;INTS5;PYGM;PPFIA1;PAK1;INTS4;SMCO3;CDK2;CCT2;PPFIA2;UNG;ANAPC7;PXN;ANKLE2;TBC1D4;AKAP6;PSMC6;ATP6V1D;CDC42BPB;BUB1B;INTS14;WDR61;FBXL16;PPP4C;VAC14;TP53;PSMD3;MAPT;KPNB1;INTS2;MAP3K3;NPTX1;CEP131;TBCD;FECH;STRN4;PPFIA3;TRIM28;CCT8;TIAM1;SOD1;Akt3;TUBA8;PRR14L;PPP2R3B;FAM122B;PPP2R3B;INTS3;AKT3;MAPT;TBCD;MAPT;Cebpa;Btbd10;Mdm2;PPP2R3B;PPP2R3B	Physical Interaction;Genetic Interaction	2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid;Vitamin E;(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid
RYR1	RYR1;CCO;MHS;MHS1;PPP1R137;RYDR;RYR;RYR-1;SKRR	6261	GeneID:6261;HGNC:HGNC:10483;MIM:180901;ensembl_gene_id:ENSG00000196218	Homo sapiens	HOMER1;FKBP1A;TRDN;S100A1;HOMER2;HOMER3;CALM1;ESR2;RNF123;AGR2;CAV3;RYR1;RYR2;METTL3;MTDH;ANK1;AKAP6	Physical Interaction;Chemical Interaction	Caffeine;Dantrolene;Suramin;Tetracaine
SIGMAR1	SIGMAR1;ALS16;DSMA2;hSigmaR1;OPRS1;SIG-1R;sigma1R;SR-BP;SR-BP1;SRBP	10280	GeneID:10280;HGNC:HGNC:8157;HPRD:03580;MIM:601978;ensembl_gene_id:ENSG00000147955	Homo sapiens	CLN3;CFTR;PDZD11;MOV10;NXF1;ACAT1;AK2;TCTN3;RTN1;ADGRG5;HNRNPL;RNF4;VIRMA;ANK2;ITPR3;STOM	Physical Interaction	Dimethyltryptamine;Dehydroepiandrosterone;Naltrexone;Amitriptyline;Pentazocine;Captodiame;Remoxipride;Dextromethorphan;Phencyclidine
SQSTM1	SQSTM1;A170;DMRV;FTDALS3;NADGP;OSIL;p60;p62;p62B;PDB3;ZIP3	8878	GeneID:8878;HGNC:HGNC:11280;HPRD:03319;MIM:601530;ensembl_gene_id:ENSG00000161011	Homo sapiens	RAD23A;SQSTM1;MAP1LC3B;TRAF6;PRKCI;RIPK1;NTRK1;NTRK2;NTRK3;LCK;MAP1LC3A;KEAP1;GABARAP;GABARAPL1;GABARAPL2;SRRM2;MYC;MAP2K5;MAP3K3;IRF8;TRIM21;CYLD;Cep78;Poc1b;CALM1;BNIP1;PIK3CA;DAZAP2;CDC37;TRIM13;CASP8;PCK1;PDE4A;UBC;MAPT;MAPT;MAPT;TARDBP;CSNK2A1;ZFAND5;TUBA1A;ATG8;BAG3;NBR1;TRIM55;TTN;PRKCZ;RARA;PSMC2;PSMD4;TRIM50;WDFY3;TGM2;PAWR;MLST8;RRAGC;RPTOR;CDK9;SPRED2;TRIM5;AJUBA;MAPK14;PARP10;TNFRSF10A;HTT;HNRNPA2B1;SDHA;BID;FAS;SESN2;SESN1;MALT1;IKBKG;FHOD3;SYNPO2;PYCARD;MLH1;PRKN;BCL2;PAN2;NPM1;NGFR;CALCOCO2;CDK1;CCNB1;SMAD3;EEF1D;EEF1D;RPL37;GEMIN4;DVL2;CHAF1A;TP53;HDAC6;FLNB;PSMD10;TXNL1;TNK2;LGALS3;EDEM1;CFTR;CSNK2A2;DCP2;EGLN3;EPAS1;ULK1;TOLLIP;OPTN;TRIM63;ATXN3;STUB1;MOV10;NXF1;CUL7;PIK3R2;PIK3R1;AGAP1;INSR;TBK1;CRHBP;SCCPDH;DNAI1;DNAI2;TP53INP1;LLGL2;HSPB1;Ripk3;Nr2f2;IFI16;KIAA0753;MED4;CEP135;CNTRL;SASS6;TMEM17;XPO1;CD44;KIF5B;PML;Mgp;Prkci;Poc1a;Fgfr1op;ENC1;SKI;TRIB3;RBM45;MTOR;MAPK13;CHDH;TRAF1;GBP2;KLHL3;EPM2A;RAD54L2;HSPA5;UBXN1;PEX5;BCL10;SQSTM1;SESN2;ATG5;CSNK1A1;VANGL2;SERPINA1;SERPINA1;LRRK2;VHL;CUL2;ELOB;ELOC;RNF166;NOTCH1;RETN;KERA;INSL5;TMX1;VWCE;CD96;HTR3A;RNF26;INO80B;DLST;TRIM25;PLIN1;TES;WDR81;WDR81;PSMA6;TRIM23;PGI1;UBE2D2;UBE2D3;Map1lc3b;UBD;UBD;UBD;UBD;UBD;UBD;UBD;RMND5A;RIPK4;MAPK6;TMPO;TRIM11;CUL3;TNFAIP3;VDR;CNOT2;WDR77;KRAS;RXRA;TGFB1;TRIP4;ANGPTL8;VIM;FLNA;RAD18;RNF168;REL;RELA;RNF4;RNF31;RNF31;PRKCD;PARK7;MYO6;XIAP;DDX5;CCND1;ESR2;BBC3;CDC6;BRCA1;CRYAB;DNAJC10;PADI1;PADI1;CALCR;USP14;DDX58;MAP1LC3C;Gabarapl1;CGAS;SMN1;SMN1;SMN1;CRBN;FBL;FBL;ELAVL1;VIRMA;AMBRA1;VCP;ATG16L1;ATG16L1;LRRK1;PHB;BECN1;SOX2;RAD51;MTDH;FUNDC1;LINC01554;GBF1;MECOM;DCAF15;PARP1;SHMT2;DYRK1A;PINK1;RB1CC1;IFITM3;P2RY6;NOD2;GCH1;ISG15;CASP9;NSUN4;AIM2;CD48;NDUFS2;ID2;HADHA;HADHB;TRMT61B;CCT7;NFE2L2;GTF3C3;ATG4B;ATG7;MYD88;LIMD1;TKT;CHMP2B;ABHD10;SNCA;ARHGEF28;GFM2;HSPA4;CAMK2A;GRIA1;BLOC1S5;ENPP1;TAX1BP1;EPDR1;NIPSNAP2;RELN;CAV1;NDUFA5;SND1;CUL1;NEFM;ASPH;YWHAZ;CEP78;STXBP1;TWNK;INA;LDHA;NDUFS3;CTNND1;FADD;BIRC2;FKBP4;PPHLN1;DIP2B;NR4A1;OSBPL8;GAS6;HIF1A;SLIRP;MEIS2;NEDD4;RCN2;CCNF;FUS;GLG1;USP10;NCOR1;LLGL1;ULK2;PSMD3;STAT5A;RPS6KB1;PSMD12;BPTF;MRPL38;MBP;AKT1S1;ID1;EMILIN3;MAPK1;NIPSNAP1;Ubc;RRAGB;LAMP2;GPC4;IRAK1;Shank1;Chrna7;Gria1;Dlg4;Grin2a;Dlg4;Ubc;LLGL1;NDUFS3	Physical Interaction	
TMBIM6	TMBIM6;BAXI1;BI-1;TEGT	7009	GeneID:7009;HGNC:HGNC:11723;MIM:600748;ensembl_gene_id:ENSG00000139644	Homo sapiens	BFAR;BFAR;CERS2;HSD11B1;POMK;SERINC2;CLEC5A;GLP1R;ADAM33;KIAA2013;ODF4;ASIC4;SPPL2B;RNF185;C5orf46;CLCC1;CHRND;TMCO3;MPPE1;IL17RC;TRPM8;ATG9A;ST8SIA4;TMEM63A;RNF170;MAPK6;DESI1;VTI1A;BCL2	Physical Interaction	
TRAF2	TRAF2;MGC:45012;RNF117;TRAP;TRAP3	7186	GeneID:7186;HGNC:HGNC:12032;HPRD:03538;MIM:601895;ensembl_gene_id:ENSG00000127191	Homo sapiens	HIVEP3;TRAIP;PIN1;RFX3;ABLIM1;DTNB;QARS;DVL2;CRY1;BIRC2;CDKN1B;ITPK1;ITPK1;IRF4;TCEA2;RAD23A;TRAF2;TRAF1;TRADD;TNFRSF1B;TBK1;TAB1;TANK;MAST2;TAB3;TRPC4AP;TNF;TNF;TNF;TNF;TNF;TNF;TNF;TNF;CASP8;TNFSF9;CHUK;TNIK;TNFRSF12A;CD40;SPHK1;TNFSF14;RIPK2;MAP4K2;TNFRSF14;TNFRSF14;Tnfrsf14;TNFAIP3;MAP3K5;BIRC3;NGFR;TNFRSF18;CD27;CFLAR;MAP3K8;TNFRSF11A;CASP8AP2;TAOK3;TNFRSF8;Tnfrsf8;TNFRSF4;TNFRSF9;EDARADD;CAV1;LTBR;RIPK1;TNFRSF1A;MAP3K1;MAP4K5;Ern2;TNFRSF13B;BCL10;MAP3K14;TRIM37;USP7;TAB2;IKBKB;SMURF2;COPS5;USP31;MALT1;MAP3K7;CYLD;PRKN;ZFAND6;ATXN7;TICAM1;USP4;MAVS;TRAF5;TRAF6;USP2;PIAS2;UBE2N;TNFRSF25;STUB1;AIMP2;CASP1;RPS6KA3;SPECC1;CDK9;Cd27;MAPK8;PDLIM7;Tnfrsf1b;IP6K2;Tnfrsf12a;EIF4G1;TNFRSF13C;PKN1;GSTP1;APEX1;ATXN1;UBQLN4;IKBKG;LRRK2;IKBKE;EPS15;EGFR;TNFSF10;TNFRSF10B;PTPN2;TRAF3IP2;TNFRSF10A;Hoxa1;RHEB;RHEBL1;SEC16A;TNFSF12;SARM1;CD40LG;EP300;RRAS2;CDC42;RNF31;RPS3;ANKRD11;ARNT2;DGCR6;MVP;PRKAB2;RAPGEF4;PACS2;TRAF4;ZC3H15;ZFP36;ERN1;PPP4R1;TMC8;PCSK9;ACTN3;AES;AQP1;EWSR1;EFEMP1;GABPB1;KIFC3;MPP3;NFIL3;NRF1;PPL;THOP1;MAPRE1;RNASET2;RNF2;EIF2AK2;EDA2R;DNAJB2;DNASE2B;CLEC11A;WNT3A;IRF3;LNX2;NCAPH2;RCOR3;APPL1;HSP90AB1;RALBP1;DUSP14;DUSP14;RXRA;UBXN2B;MLKL;CASP8AP2;RNF31;TMEM173;MTMR14;DIABLO;WDYHV1;GPR107;LRRN2;RABGEF1;LYG2;ADAMTS4;TMEM9B;FAM19A3;XAF1;EFHC1;PGBD1;CBLB;CBL;BECN1;NR4A1;TNIP2;ETV6;AXIN1;BANP;ZNF688;USP17L2;UBE2D2;ARNTL;ESR2;BRAF;CASP2;TIFA;MYC;USP20;ATXN3;VRK1;DYRK1A;MTOR;NECAP2;MUL1;USP48;CEP85;UBXN11;C1orf122;JUN;PTBP2;HENMT1;USF1;RASSF5;FBXO28;KIF26B;GCKR;HTRA2;PLEKHB2;GORASP2;NIF3L1;FZD7;SETD5;ZNF662;FAM107A;CHMP2B;GSK3B;AMOTL2;TRIM42;SIAH2;MLF1;FNDC3B;ZBTB49;KLF3;LNX1;EPHA5;ARSJ;USP53;SLC7A11;FBXW7;TENM3;CASP3;EXOC3-AS1;CDC20B;IPO11;DHFR;AFF4;ZMAT2;CSNK1A1;TNIP1;NMUR2;SOX30;CCNJL;RGS14;MAPK9;RACK1;TDP2;TRIM31;PPP1R18;CCHCR1;HSPA1L;CEP57L1;RNF146;KIAA0408;MOXD1;FAM120B;UMAD1;HOXA1;CREB5;CPVL;VPS37D;SMURF1;ZNF655;PRKRIP1;IQUB;TMEM178B;SH2D4A;NUDT18;UBE2V2;RB1CC1;STAU2;PLEC;ISCA1;DAB2IP;ZBTB43;NCS1;ZMYND11;IL15RA;MINDY3;NEBL;ZNF488;UBE2D1;ASCC1;USP54;IFIT3;PCGF5;LZTS2;VWA2;TSSC4;CYB5R2;DENND5A;EIF4G2;UEVLD;CD82;TRPT1;MAP3K11;CATSPER1;FADD;AASDHPPT;FDXACB1;HSPB2;ZBTB16;HINFP;CDCA3;FAM90A1;GSG1;TROAP;KRT80;RAB3IP;MORN3;UBC;GOLGA3;FREM2;SPRY2;RIPK3;DLGAP5;ZBTB25;ZNF410;ZC2HC1C;TRAF3;SIVA1;IGHG1;BAHD1;SPG21;CCDC33;ULK3;SNRNP25;ZNF205;ZSCAN32;NUDT16L1;TNFRSF17;MYH11;SYT17;NFATC2IP;ZNF646;FAM192A;ENKD1;TMEM102;FXR2;TEKT3;NATD1;PSMB3;DHX58;KANSL1;CALCOCO2;SRSF1;C17orf82;FBF1;UBE2O;CBX8;ACTG1;YES1;ELOA2;ELAVL1;CCDC130;TSHZ3;SMG9;PEG3;ZNF544;PSMF1;SPATA2;UBE2V1;FNDC11;NRIP1;USP25;Khdrbs1;THAP7;FBXO7;RIBC2;TCEANC;RAB9A;SH3KBP1;GPKOW;APEX2;BEX2;RIPPLY1;RBM41;XIAP;FATE1;FLNA;KIF26B;TRIM31;PPP1R18;HSPA1L;FAM120B;IGHG1;MYH11;PSMB3;KANSL1;TRIM31;PPP1R18;CCHCR1;HSPA1L;KANSL1;TRIM31;PPP1R18;CCHCR1;HSPA1L;TRIM31;PPP1R18;CCHCR1;TRIM31;PPP1R18;CCHCR1;TRIM31;PPP1R18;CCHCR1;HSPA1L;TRIM31;Srsf1;Srsf1;Khdrbs1;Srsf1;TMEM102;SMURF1;MORN3;RIPK3;CCDC198	Physical Interaction	
TRIB3	TRIB3;C20orf97;NIPK;SINK;SKIP3;TRB3	57761	GeneID:57761;HGNC:HGNC:16228;HPRD:09836;MIM:607898;ensembl_gene_id:ENSG00000101255	Homo sapiens	AKT1;ATF4;RELA;CSNK2B;CSNK2B;CSNK2B;CSNK2B;CSNK2B;CSNK2B;CSNK2B;GRN;LTBP4;FN1;TIAF1;ATF5;MCM3AP;SIAH1;BCL6;SMAD3;BMPR2;CDC25A;DDIT3;RPGRIP1;SQSTM1;SQSTM1;COP1;FBXO7;SNRK;APOBEC3A;APOBEC3C;STK40;SETDB1;RPSA;GDF9;HLA-B;MDFI;RBM48;SMURF1;COPS6;RIDA;GATD1;EEF1G;KAT5;RBM4;PRMT5;PSMA3;PML;GIT1;RARA;AKT2;APP;HLA-B;HLA-B;HLA-B;HLA-B;HLA-B;SMURF1	Physical Interaction	
TRIM13	TRIM13;CAR;DLEU5;LEU5;RFP2;RNF77	10206	GeneID:10206;HGNC:HGNC:9976;HPRD:10414;MIM:605661;ensembl_gene_id:ENSG00000204977	Homo sapiens	MDM2;AKT1;CACNA1C;TRIM13;IKBKG;TCTN2;TCTN3;EVC2;TMEM17;TMEM216;CACNA1C;TRAF6;CTDNEP1;COMMD10;TEX28;LRRN2;FAM234B;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;KIR3DL2;PTPRN;CANX;CANX;LAMP1;NR4A1;UNC93B1;DDOST;GMCL1;ROBO2;UBE2D2;SQSTM1;ELOVL2;VCP;CKAP4;ATP2A2;ZFYVE1;CALM1;NPLOC4;ARHGDIA;SQSTM1	Physical Interaction	Diprenorphine;Etorphine;Dihydromorphine
VDAC1	VDAC1;PORIN;VDAC-1	7416	GeneID:7416;HGNC:HGNC:12669;HPRD:05137;MIM:604492;ensembl_gene_id:ENSG00000213585	Homo sapiens	MCC;GABARAPL2;TRAF6;PANK2;BAX;BCL2L1;MCL1;RAF1;PRKCE;TOMM20;GSN;SNCA;UBC;MRPL58;CD4;HDAC5;AI837181;Haus3;CSNK2B;CSNK2B;CSNK2B;CSNK2B;CSNK2B;CSNK2B;CSNK2B;MAPK3;MAPK1;SIRT7;CDK2;PRKN;Htt;UBA52;SF1;VAPA;SFXN3;TIAL1;UBAP2;SUGP1;ZMPSTE24;UFM1;ACAA2;FLOT2;ACAD9;MGAT4B;ALDH5A1;CAV1;TUBA1B;MDC1;MDC1;MDC1;MDC1;MDC1;MDC1;MDC1;MDC1;FMNL1;VCAM1;ATF2;HK1;BAG3;ASB14;ASB17;MDM2;ADRB2;SPRTN;KLHL40;MOV10;NXF1;BCL2;FOXRED2;UBAC2;PLIN3;ABCC1;ABCC1;ABCC3;ACADM;AQP9;ATP1A1;ATP1A2;ATP1A3;ATP1B1;ATP1B3;ATP5F1C;ATP5PB;ATP6V1A;COX4I1;CYC1;IMMT;MTCH1;MTCH2;COX2;NDUFB4;NDUFS4;SLC25A11;TECR;TMX1;UQCRB;UQCRC2;NTRK1;MED20;EWSR1;RAB2A;RAB5C;RAB7A;FGFR1OP2;GOLT1B;MYO19;MYO19;INTS14;MMGT1;Rab5c;Aifm1;Mtx2;Tmed2;Rmdn3;Tmem109;MGAT4B;U2AF2;UQCRC2;COX15;SOAT1;MTCH2;RNF31;RNF31;TARDBP;ZNF598;EGLN3;MAPK6;FGFR1;AAR2;PIH1D1;CHD3;CHD4;FAM162A;ESR2;EGFR;PPT1;AGR2;RECQL4;Prkaa1;SFXN1;MGST3;METTL14;VIRMA;PSMA3;PHB;FAF1;TMEM41B;SLC25A4;CYB5R3;SLC25A20;SLC25A5;RAB19;RAB5A;TOMM40;ATP2A2;ATP5F1B;COX7A2L;COX7C;HSP90B1;HSPD1;ICAM1;MYL12A;NDUFB10;NDUFS2;NDUFS3;NDUFS3;NDUFS5;NDUFS8;PDHA1;PDHB;ATP2B1;EZR;ITGAV;PGRMC1;PLOD3;RPN1;SLC3A2;CD74;P2RY6;SLC15A3;UNC93B1;ATAD3A;GNB1;PLOD1;DDOST;HP1BP3;STX12;THRAP3;CLCC1;HRNR;FLG2;CHTOP;ILF2;TPM3;PRDX6;EPRS;ARF1;GALNT2;SCCPDH;SF3B6;HADHA;HADHB;PPM1B;MOGS;BCL2L11;DARS;SSB;NOP58;NDUFS1;XRCC5;SEPT2;RFTN1;UQCRC1;IMPDH2;TKT;ALCAM;RUVBL1;H1FX;SSR3;GNB4;ATP5ME;OCIAD2;HNRNPDL;CISD2;LMNB1;H2AFY;LARS;CANX;TUBB2A;EEF1E1;HIST1H2AB;HIST1H2BC;HIST1H2BD;HIST1H2BE;HIST1H2BF;HIST1H2BG;HIST1H2AE;HIST1H2BI;CUL9;EEF1A1;COX7A2;DYNLT1;ACTB;CYCS;CBX3;DPY19L1;OGDH;PPIA;H2AFV;SLC25A13;ATP5MF;GNB2;BCAP29;NDUFA5;MEST;CHCHD3;SSBP1;ERLIN2;VDAC3;RPL30;PABPC1;YWHAZ;NDUFB9;STOML2;SPIN1;IARS;TXN;STOM;NDUFA8;RPL35;RPL12;SPTAN1;SURF6;KIF5B;CISD1;CDK1;DDX21;SGPL1;DNAJC9;VDAC2;MYOF;ERLIN1;ATP5MD;PRDX3;MOB2;RBMXL2;LDHA;SSRP1;EEF1G;BANF1;NDUFV1;DHCR7;SERPINH1;MCAM;NDUFA9;TPI1;PHB2;TUBA1A;PRPH;DCD;NAP1L1;HAL;SLC25A3;SCYL2;CKAP4;CORO1C;MLEC;SCARB1;SAP18;SUPT16H;DAD1;PPM1A;ERH;CKB;TPM1;RAB11A;COX5A;ETFA;RCN2;RNPS1;ZG16B;TRAP1;RSL1D1;MYH11;BOLA2;BOLA2B;ATP6V0D1;YWHAE;PFN1;C17orf75;TOP2A;RPL27;KPNB1;CBX1;CLTC;ATP5PD;MRPL12;NDUFV2;ATP5F1A;BSG;GPX4;ATP5F1D;LMNB2;PIP5K1C;EEF2;SAFB2;SAFB;RPL36;ELAVL1;BST2;COPE;FBL;APOE;SLC1A5;RPL28;NOP56;CHMP4B;RPN2;TOP1;CCT8;ATP5PO;NIPSNAP1;RTCB;H1F0;TOMM22;XRCC6;TSPO;SLC25A6;DYNLT3;MAGT1;AIFM1;BCAP31;SSR4;EMD;DKC1;SLC25A6;SURF6;ZG16B;FBL;SSBP1;MYH11;YWHAE;NDUFS1;CANX;BCAP29;RUVBL1	Physical Interaction	Dihydroxyaluminium
VDAC2	VDAC2;POR	7417	GeneID:7417;HGNC:HGNC:12672;HPRD:01904;MIM:193245;ensembl_gene_id:ENSG00000165637	Homo sapiens	SERINC3;BAK1;CLN3;SNCA;CD4;MME;HDAC5;NEDD4L;CDK2;PRKN;Htt;UBA52;VDAC1;RPSA;ATP6V1H;SFXN3;DDOST;FLOT2;MPV17;SCP2;SUGP1;RPN1;ELAVL1;SND1;FAM162A;UBE2L3;HNRNPU;THOC6;SEPT11;U2AF2;SSBP1;SSBP1;ATP6V1F;TRAP1;UTP14A;ACAA2;ECT2;MDC1;MDC1;MDC1;MDC1;MDC1;MDC1;MDC1;MDC1;VCAM1;FN1;ATF2;ITGA4;PHB;ADRB2;FBXO6;MDM2;PHKG2;FOXRED2;EMC1;PPT1;ABCE1;ABCC1;ABCC1;ABCC3;ACADM;ATP1A1;ATP1A2;ATP1A3;ATP1B3;ATP5F1C;ATP5PB;ATP6V1A;COX4I1;CYC1;IMMT;JAGN1;MTCH1;MTCH2;COX2;NDUFB9;NDUFS4;RAB1A;SLC25A11;TECR;TMX1;UQCRC2;VAPA;NTRK1;MED23;HERC2;HERC2;HERC2;RAB5C;RAB7A;MTX2;GOLT1B;TRIM33;TMEM63B;MYO19;MYO19;MMGT1;C1qbp;C1qbp;Rab5c;Mtx2;Tmed2;Pard6b;Rmdn3;Tmem109;Fgfr1op;Trappc11;FAF2;UQCRC2;DENR;COQ2;COX15;DLST;PDHA1;SOAT1;MTCH2;CFTR;ZNF598;EGLN3;MAPK6;FGFR1;BCL2L1;EFTUD2;AAR2;PIH1D1;AKTIP;RNF4;CHD3;CHD4;TNF;TNF;TNF;TNF;TNF;TNF;TNF;TNF;ESR2;SNAI1;AGR2;WWOX;RECQL4;PIK3R1;MYC;CDK9;TGOLN2;AIFM1;BET1;CANX;CANX;TOMM20;MGST3;METTL14;VIRMA;PSME3;PLEKHA2;ATG16L1;ATG16L1;FAF1;NR2C2;CTCF;P4HA1;HSP90AA1;LRPPRC;HSP90AB1;PLXNB2;P4HA2;SHMT2;ACTN1;HADHA;SLC25A20;CYB5R3;NCL;TOMM40;CTNNB1;PLEKHG5;ITGAV;JUP;ANKRD34C;ATP5F1B;BCKDHA;COX6C;COX7A2;COX7A2L;COX7C;COX8A;NIPSNAP2;HSP90B1;MYL12A;NDUFA4;NDUFS1;NDUFS1;NDUFS2;NDUFS3;NDUFS3;NDUFS5;NDUFS7;NDUFS8;PCCB;UQCRC1;UQCRQ;CALU;EZR;PLOD3;PML;POTEF;PTMA;RFC5;RPN2;SLC4A1;P2RY6;SLC15A3;UNC93B1;NOD2;TAP1;TAP1;TAP1;TAP1;TAP1;TAP1;TAP1;TAP1;GNB1;RER1;PLOD1;STX12;CAP1;CYB5R1;GALNT2;SCCPDH;HADHB;PREB;MOGS;DNAJC10;HDLBP;SEPT2;ARL8B;NEK11;SSR3;GNB4;ATP5ME;OCIAD2;HNRNPD;CISD2;ZFR;ZNF454;DNAH8;CUL9;STX7;TTYH3;ACTB;SEPT7;OGDH;ATP5MF;GNB2;AASS;NDUFA5;ARF5;MEST;VDAC3;RAB2A;EMC2;VCP;TOMM5;ZNF782;NDUFA8;CISD1;TFAM;SGPL1;MYOF;GANAB;NDUFV1;CPT1A;NDUFA9;PHB2;TUBA1A;LRP1;NAP1L1;NDUFA12;RCBTB1;STON2;IQGAP1;ATP6V0D1;COA3;IGF2BP1;CLTC;ATP5F1A;LMAN1;GPX4;ATP5F1D;MCOLN1;TMEM205;ILVBL;BST2;RRBP1;RAB5IF;APP;ATP5PO;NIPSNAP1;TSPO;PHF8;MAGT1;SLC25A5;BCAP31	Physical Interaction	Dihydroxyaluminium
